Company Name,Title,Description,Location,Started On,Finished On
Tata Consultancy Services,Systems Engineer,"Analysis of customer requirements, Design of requirements, Implementation of code (using C, C++, Python), Basic Testing, Component Testing, Documentation, Solving of Trouble Reports.","Hyderabad, India",Jul 2013,Jul 2017
